iter	Recall	Logloss
153	0	0.5450193206
154	0	0.5446598346
155	0	0.5442777435
156	0	0.5438853649
157	0	0.5434962027
158	0	0.5431064349
159	0	0.5427597767
160	0	0.5424139733
161	0	0.5420373164
162	0	0.5417126012
163	0	0.5413474745
164	0	0.5409939213
165	0	0.5406379845
166	0	0.5403108488
167	0	0.5399541916
168	0	0.539603407
169	0	0.5392717554
170	0	0.5389267424
171	0	0.5386065916
172	0	0.538275045
173	0	0.537973068
174	0	0.5376910371
175	0	0.5373681746
176	0	0.537051781
177	0	0.53672265
178	0	0.5364115066
179	0	0.5361255316
180	0	0.5358369343
181	0	0.5355626563
182	0	0.5352681777
183	0	0.5349742986
184	0	0.5347138793
185	0	0.5344252644
186	0	0.5341318752
187	0	0.5338406613
188	0	0.533562293
189	0	0.533282172
190	0	0.533002377
191	0	0.5327259425
192	0	0.5324474993
193	0	0.5322026329
194	0	0.5319376328
195	0	0.5316740182
196	0	0.5314020734
197	0	0.5311697705
198	0	0.5309434367
199	0	0.5306940211
200	0	0.5304401145
201	0	0.5302234
202	0	0.5299767647
203	0	0.5297290197
204	0	0.5295082399
205	0	0.5292748255
206	0	0.5290325032
207	0	0.528800373
208	0	0.5285893312
209	0	0.5283598502
210	0	0.5281505928
211	0	0.5279558152
212	0	0.5277439621
213	0	0.5275082376
214	0	0.527317606
215	0	0.5270868536
216	0	0.5268691881
217	0	0.526680982
218	0	0.5264639557
219	0	0.5262760465
220	0	0.5260678218
221	0	0.5258741065
222	0	0.5256971364
223	0	0.5255175729
224	0	0.5253511659
225	0	0.5251649812
226	0	0.524958596
227	0	0.5247534408
228	0	0.5245690768
229	0	0.5243844264
230	0	0.5241882161
231	0	0.5239981817
232	0	0.5238387223
233	0	0.523645889
234	0	0.5234729884
235	0	0.5233086686
236	0	0.5231415171
237	0	0.5229827889
238	0	0.5228230451
239	0	0.5226731444
240	0	0.522493035
241	0	0.5223463302
242	0	0.5221941574
243	0	0.5220277155
244	0	0.5218624126
245	0	0.5216905633
246	0	0.5215374128
247	0	0.5213723522
248	0	0.5212451763
249	0	0.5210874445
250	0	0.5209378882
251	0	0.5208009823
252	0	0.5206332788
253	0	0.5204910871
254	0	0.5203281419
255	0	0.5201613058
256	0	0.5200065943
257	0	0.5198527184
258	0	0.519697971
259	0	0.5195524018
260	0	0.5194072885
261	0	0.5192737175
262	0	0.5191278897
263	0	0.519009093
264	0	0.5188856314
265	0	0.5187430866
266	0	0.5186106177
267	0	0.5184867184
268	0	0.5183405024
269	0	0.5182183918
270	0	0.5181015118
271	0	0.5179876655
272	0	0.5178507356
273	0	0.5177199579
274	0	0.5175885658
275	0	0.5174633293
276	0	0.5173380058
277	0	0.5172293255
278	0	0.5171069851
279	0	0.5169875529
280	0	0.5168629773
281	0	0.5167545625
282	0	0.5166454985
283	0	0.5165263095
284	0	0.5164103389
285	0	0.5162849444
286	0	0.5161560935
287	0	0.5160294528
288	0	0.5159303835
289	0	0.5158107958
290	0	0.515694343
291	0	0.5155832371
292	0	0.515475415
293	0	0.5153672917
294	0	0.5152583644
295	0	0.5151569962
296	0	0.5150503859
297	0	0.5149398899
298	0	0.5148448942
299	0	0.5147560256
300	0	0.5146798964
301	0	0.5145939045
302	0	0.5145070102
303	0	0.5144019467
304	0	0.5142987298
305	0	0.5142069647
306	0	0.514098448
307	0	0.5140102908
308	0	0.5139170882
309	0	0.5138118718
310	0	0.5137176468
311	0	0.5136198763
312	0	0.5135256826
313	0	0.5134347262
314	0	0.5133433233
315	0	0.5132589999
316	0	0.513167913
317	0	0.5130838767
318	0	0.5129943641
319	0	0.5129016165
320	0	0.5128161838
321	0	0.5127259467
322	0	0.5126443963
323	0	0.5125766954
324	0	0.5124794584
325	0	0.5123869922
326	0	0.5123087187
327	0	0.5122263625
328	0	0.5121630515
329	0	0.5120821497
330	0	0.5119970041
331	0	0.5119182943
332	0	0.5118541415
333	0	0.5117752323
334	0	0.5116962811
335	0	0.5116070965
336	0	0.511524556
337	0	0.5114414361
338	0	0.5113737818
339	0	0.5113042864
340	0	0.5112453966
341	0	0.5111698961
342	0	0.5110970231
343	0	0.5110193694
344	0	0.5109472275
345	0	0.5108689129
346	0	0.5107933939
347	0	0.510720478
348	0	0.5106658893
349	0	0.5106090935
350	0	0.5105391168
351	0	0.5104665215
352	0	0.5103975076
353	0	0.5103380746
354	0	0.5102635419
355	0	0.5101923277
356	0	0.5101237102
357	0	0.5100629183
358	0	0.5099995366
359	0	0.5099422915
360	0	0.5098687395
361	0	0.5098175864
362	0	0.5097510742
363	0	0.5096803648
364	0	0.5096170069
365	0	0.5095602671
366	0	0.5094992966
367	0	0.5094526591
368	0	0.5093926522
369	0	0.5093277415
370	0	0.5092644189
371	0	0.5091995346
372	0	0.5091352157
373	0	0.5090973294
374	0	0.5090378826
375	0	0.5089710386
376	0	0.5089100585
377	0	0.5088714493
378	0	0.5088216976
379	0	0.5087726463
380	0	0.5087089104
381	0	0.5086434028
382	0	0.5085868507
383	0	0.5085337347
384	0	0.5084871606
385	0	0.5084281752
386	0	0.5083712086
387	0	0.5083258375
388	0	0.5082682296
389	0	0.5082140797
390	0	0.5081771816
391	0	0.5081207726
392	0	0.5080665737
393	0	0.5080088923
394	0	0.5079617542
395	0	0.5079201015
396	0	0.5078689498
397	0	0.5078076526
398	0	0.5077505626
399	0	0.5076959199
400	0	0.5076589727
401	0	0.5076097108
402	0	0.5075571045
403	0	0.5075097156
404	0	0.5074687951
405	0	0.507412996
406	0	0.507377178
407	0	0.507326644
408	0	0.5072858919
409	0	0.5072474282
410	0	0.5071902269
411	0	0.5071463814
412	0	0.5071046279
413	0	0.5070572539
414	0	0.5070258695
415	0	0.5069827367
416	0	0.5069279277
417	0	0.5068840493
418	0	0.506839931
419	0	0.5068029166
420	0	0.506755634
421	0	0.5067039613
422	0	0.5066558833
423	0	0.5066071148
424	0	0.5065799439
425	0	0.5065368908
426	0	0.5064966909
427	0	0.5064426144
428	0	0.5064080287
429	0	0.5063709294
430	0	0.5063292629
431	0	0.5062836967
432	0	0.506238474
433	0	0.5061934699
434	0	0.5061564742
435	0	0.5061056836
436	0	0.5060597806
437	0	0.5060238849
438	0	0.5059894353
439	0	0.5059466507
440	0	0.5059063119
441	0	0.5058659496
442	0	0.505826376
443	0	0.5057835497
444	0	0.5057516641
445	0	0.5057058287
446	0	0.505664976
447	0	0.5056252166
448	0	0.5055868151
449	0	0.5055559274
450	0	0.5055107761
451	0	0.5054746267
452	0	0.5054309544
453	0	0.5053955878
454	0	0.5053608264
455	0	0.5053191686
456	0	0.5052796853
457	0	0.5052394092
458	0	0.5051991881
459	0	0.5051708237
460	0	0.5051355207
461	0	0.5050964181
462	0	0.5050713185
463	0	0.5050371697
464	0	0.5049925318
465	0	0.5049536464
466	0	0.5049234541
467	0	0.5048774766
468	0	0.504838413
469	0	0.5048004716
470	0	0.5047802295
471	0	0.5047539912
472	0	0.5047235357
473	0	0.5046880773
474	0	0.5046521105
475	0	0.5046147827
476	0	0.5045762891
477	0	0.5045400661
478	0	0.5045009474
479	0	0.5044611707
480	0	0.5044277365
481	0	0.504393937
482	0	0.5043579197
483	0	0.5043248832
484	0	0.5043020887
485	0	0.5042688714
486	0	0.5042501073
487	0	0.504221983
488	0	0.5041782307
489	0	0.5041326883
490	0	0.5040983695
491	0	0.504062758
492	0	0.5040339005
493	0	0.5040021913
494	0	0.5039718142
495	0	0.5039453561
496	0	0.5039109081
497	0	0.503882009
498	0	0.503846317
499	0	0.5038195235
500	0	0.5037971036
501	0	0.5037677147
502	0	0.503728497
503	0	0.5036913472
504	0	0.5036541404
505	0	0.5036244585
506	0	0.5035954165
507	0	0.5035601393
508	0	0.5035341282
509	0	0.5035037953
510	0	0.5034670173
511	0	0.5034310225
512	0	0.5034115799
513	0	0.5033811446
514	0	0.5033478356
515	0	0.503314632
516	0	0.5032871069
517	0	0.5032567546
518	0	0.5032238944
519	0	0.5031793385
520	0	0.5031406308
521	0	0.5031135847
522	0	0.5030815806
523	0	0.5030507951
524	0	0.5030150768
525	0	0.5029792959
526	0	0.5029591104
527	0	0.5029302283
528	0	0.5029010644
529	0	0.5028815976
530	0	0.5028568589
531	0	0.502824402
532	0	0.5027871787
533	0	0.5027566199
534	0	0.5027313822
535	0	0.5027054494
536	0	0.5026814965
537	0	0.502650791
538	0	0.5026183092
539	0	0.5025806844
540	0	0.5025520762
541	0	0.502514416
542	0	0.5024867881
543	0	0.5024612733
544	0	0.5024345479
545	0	0.5024081971
546	0	0.5023820792
547	0	0.5023508784
548	0	0.5023260991
549	0	0.5023013424
550	0	0.5022735496
551	0	0.5022523624
552	0	0.5022271674
553	0	0.5022037252
554	0	0.5021798339
555	0	0.502146529
556	0	0.5021116841
557	0	0.5020877638
558	0	0.5020629552
559	0	0.5020456099
560	0	0.5020166568
561	0	0.5019859306
562	0	0.501951488
563	0	0.5019295202
564	0	0.5018950496
565	0	0.5018656862
566	0	0.5018472702
567	0	0.5018246281
568	0	0.5017995144
569	0	0.5017765505
570	0	0.5017527717
571	0	0.5017194206
572	0	0.5016848069
573	0	0.5016742512
574	0	0.5016482652
575	0	0.5016197476
576	0	0.5015955167
577	0	0.5015628176
578	0	0.5015420182
579	0	0.5015250347
580	0	0.5014941244
581	0	0.5014623349
582	0	0.5014379257
583	0	0.5014079007
584	0	0.5013817662
585	0	0.5013610074
586	0	0.5013343095
587	0	0.5013094999
588	0	0.5012832766
589	0	0.5012521093
590	0	0.5012276071
591	0	0.5012015627
592	0	0.5011745379
593	0	0.50116259
594	0	0.5011372585
595	0	0.5011148527
596	0	0.5010865302
597	0	0.5010633605
598	0	0.5010318044
599	0	0.5010059056
600	0	0.5009870997
601	0	0.5009596912
602	0	0.5009312623
603	0	0.5009034648
604	0	0.5008849292
605	0	0.500855281
606	0	0.5008267053
607	0	0.5007982961
608	0	0.5007781518
609	0	0.5007600827
610	0	0.5007392899
611	0	0.5007199953
612	0	0.5006928615
613	0	0.5006675475
614	0	0.5006399712
615	0	0.500612837
616	0	0.5005781145
617	0	0.5005577281
618	0	0.5005291618
619	0	0.5005079797
620	0	0.5004800819
621	0	0.5004499391
622	0	0.5004281155
623	0	0.5003980551
624	0	0.5003765963
625	0	0.5003507174
626	0	0.5003217303
627	0	0.5002979893
628	0	0.5002806633
629	0	0.5002578102
630	0	0.5002314338
631	0	0.5002132768
632	0	0.5001906008
633	0	0.5001668322
634	0	0.5001430484
635	0	0.5001223256
636	0	0.500094547
637	0	0.5000663267
638	0	0.5000423664
639	0	0.5000157514
640	0	0.4999869826
641	0	0.4999626189
642	0	0.4999386777
643	0	0.499915964
644	0	0.4998937386
645	0	0.4998654909
646	0	0.4998457139
647	0	0.4998196071
648	0	0.4997867696
649	0	0.4997576605
650	0	0.499736626
651	0	0.4997152633
652	0	0.4996929584
653	0	0.4996659536
654	0	0.4996391733
655	0	0.4996132438
656	0	0.4995954217
657	0	0.499573154
658	0	0.4995470968
659	0	0.4995286868
660	0	0.4995153063
661	0	0.4994921981
662	0	0.4994703598
663	0	0.4994478678
664	0	0.4994226769
665	0	0.4993995098
666	0	0.4993830595
667	0	0.4993630766
668	0	0.4993322363
669	0	0.4993082104
670	0	0.4992873687
671	0	0.4992643179
672	0	0.4992468811
673	0	0.499224536
674	0	0.4992068153
675	0	0.499189645
676	0	0.4991779084
677	0	0.4991568784
678	0	0.4991404712
679	0	0.4991153875
680	0	0.4990946503
681	0	0.4990690955
682	0	0.4990464076
683	0	0.499020649
684	0	0.4990054024
685	0	0.4989893237
686	0	0.4989621751
687	0	0.4989391342
688	0	0.4989094106
689	0	0.4988902405
690	0	0.4988679466
691	0	0.4988410367
692	0	0.4988204946
693	0	0.4988002522
694	0	0.4987738249
695	0	0.4987462472
696	0	0.4987247813
697	0	0.4987038809
698	0	0.498688917
699	0	0.4986702072
700	0	0.4986543715
701	0	0.4986378241
702	0	0.4986147398
703	0	0.4985911508
704	0	0.4985717881
705	0	0.4985519012
706	0	0.4985311236
707	0	0.498507034
708	0	0.4984915028
709	0	0.4984668164
710	0	0.4984447438
711	0	0.4984204868
712	0	0.4984017544
713	0	0.498387541
714	0	0.4983633083
715	0	0.4983419011
716	0	0.4983192703
717	0	0.4983029496
718	0	0.4982772407
719	0	0.4982540188
720	0	0.4982314196
721	0	0.498205185
722	0	0.4981784824
723	0	0.4981482334
724	0	0.4981332253
725	0	0.4981077632
726	0	0.4980922508
727	0	0.4980725126
728	0	0.4980401579
729	0	0.498020005
730	0	0.4979954088
731	0	0.4979760799
732	0	0.4979462781
733	0	0.4979265345
734	0	0.4979128096
735	0	0.4978905984
736	0	0.4978642066
737	0	0.4978420116
738	0	0.4978192373
739	0	0.4978042472
740	0	0.4977811371
741	0	0.4977594211
742	0	0.4977391769
743	0	0.497719172
744	0	0.4976911724
745	0	0.4976783434
746	0	0.4976502156
747	0	0.4976305123
748	0	0.4976173115
749	0	0.4975966429
750	0	0.4975761852
751	0	0.4975609659
752	0	0.4975351419
753	0	0.4975143425
754	0	0.4974902582
755	0	0.4974698823
756	0	0.4974525283
757	0	0.4974367889
758	0	0.4974117842
759	0	0.4973880071
760	0	0.497364729
761	0	0.4973532619
762	0	0.4973280133
763	0	0.4973136225
764	0	0.4972973867
765	0	0.4972822251
766	0	0.4972525976
767	0	0.4972285351
768	0	0.4972079686
769	0	0.4971898999
770	0	0.4971731383
771	0	0.4971546349
772	0	0.4971412792
773	0	0.497122093
774	0	0.4970995277
775	0	0.4970818395
776	0	0.4970585527
777	0	0.4970440382
778	0	0.49702322
779	0	0.4969989853
780	0	0.4969821841
781	0	0.4969675028
782	0	0.4969478627
783	0	0.4969320654
784	0	0.4969131263
785	0	0.4968910199
786	0	0.4968775062
787	0	0.4968510712
788	0	0.4968262363
789	0	0.4968108702
790	0	0.4967941417
791	0	0.4967685626
792	0	0.4967501213
793	0	0.4967296859
794	0	0.4967040819
795	0	0.4966807114
796	0	0.4966629503
797	0	0.4966360192
798	0	0.496604933
799	0	0.4965817861
800	0	0.4965603236
801	0	0.4965484915
802	0	0.4965250923
803	0	0.4965027567
804	0	0.4964842529
805	0	0.496465101
806	0	0.4964430778
807	0	0.4964237786
808	0	0.4963996369
809	0	0.4963797172
810	0	0.4963584825
811	0	0.4963375731
812	0	0.4963153568
813	0	0.4962968945
814	0	0.4962780171
815	0	0.4962526048
816	0	0.4962369551
817	0	0.4962152494
818	0	0.4961973678
819	0	0.4961792769
820	0	0.4961612864
821	0	0.4961450549
822	0	0.4961188659
823	0	0.4961071278
824	0	0.4960901856
825	0	0.4960645231
826	0	0.4960468985
827	0	0.4960229897
828	0	0.4959987344
829	0	0.4959803853
830	0	0.4959494728
831	0	0.4959338796
832	0	0.4959174754
833	0	0.4958930057
834	0	0.4958675765
835	0	0.4958501433
836	0	0.4958323223
837	0	0.4958095687
838	0	0.4957901501
839	0	0.4957636478
840	0	0.4957477064
841	0	0.4957256958
842	0	0.4957054652
843	0	0.4956872649
844	0	0.4956734513
845	0	0.4956528096
846	0	0.4956218103
847	0	0.4956076682
848	0	0.4955902251
849	0	0.4955710161
850	0	0.4955548667
851	0	0.4955294239
852	0	0.4955043019
853	0	0.4954882518
854	0	0.495463758
855	0	0.4954476312
856	0	0.4954312283
857	0	0.495416921
858	0	0.49540132
859	0	0.4953870117
860	0	0.4953721059
861	0	0.4953493245
862	0	0.4953276176
863	0	0.4953059861
864	0	0.4952863936
865	0	0.4952669706
866	0	0.4952460893
867	0	0.495220381
868	0	0.4952029465
869	0	0.4951802658
870	0	0.4951562152
871	0	0.4951380501
872	0	0.495124917
873	0	0.4951072549
874	0	0.4950833073
875	0	0.4950569524
876	0	0.4950411091
877	0	0.4950253842
878	0	0.4950078291
879	0	0.4949897664
880	0	0.4949715771
881	0	0.4949527649
882	0	0.4949327555
883	0	0.4949140792
884	0	0.4948928267
885	0	0.4948689311
886	0	0.4948468884
887	0	0.4948299747
888	0	0.4948141095
889	0	0.4948016533
890	0	0.4947836763
891	0	0.4947636793
892	0	0.4947499245
893	0	0.4947267843
894	0	0.4947083938
895	0	0.4946883174
896	0	0.4946747331
897	0	0.4946452066
898	0	0.4946277616
899	0	0.4946076244
900	0	0.494581121
901	0	0.4945665544
902	0	0.494547741
903	0	0.4945326046
904	0	0.4945090368
905	0	0.4944865806
906	0	0.4944667946
907	0	0.4944512996
908	0	0.4944325107
909	0	0.4944189335
910	0	0.4944020308
911	0	0.4943762356
912	0	0.4943520659
913	0	0.4943284416
914	0	0.4943106285
915	0	0.4942973755
916	0	0.4942748314
917	0	0.4942508805
918	0	0.4942246853
919	0	0.4942010175
920	0	0.4941753402
921	0	0.4941558851
922	0	0.4941381826
923	0	0.4941220354
924	0	0.4941060184
925	0	0.4940919637
926	0	0.4940691308
927	0	0.4940477385
928	0	0.4940292105
929	0	0.4940156439
930	0	0.4939885907
931	0	0.4939759836
932	0	0.4939573099
933	0	0.4939403782
934	0	0.4939221483
935	0	0.4939033436
936	0	0.4938967504
937	0	0.4938711982
938	0	0.4938537481
939	0	0.493841442
940	0	0.4938278336
941	0	0.4938112004
942	0	0.4937911548
943	0	0.493775209
944	0	0.493756848
945	0	0.4937418152
946	0	0.4937247539
947	0	0.4937130561
948	0	0.4936934536
949	0	0.4936794139
950	0	0.4936664593
951	0	0.4936512314
952	0	0.4936275217
953	0	0.4936110215
954	0	0.493588152
955	0	0.4935745272
956	0	0.4935534263
957	0	0.4935397541
958	0	0.4935272108
959	0	0.4935162753
960	0	0.4934925228
961	0	0.4934807548
962	0	0.4934613784
963	0	0.4934448499
964	0	0.49342742
965	0	0.4934112326
966	0	0.4933902907
967	0	0.4933679179
968	0	0.493343391
969	0	0.4933260528
970	0	0.4932963941
971	0	0.4932739542
972	0	0.4932519143
973	0	0.4932308918
974	0	0.4932092217
975	0	0.4931857236
976	0	0.4931665586
977	0	0.4931483784
978	0	0.4931256288
979	0	0.4931090983
980	0	0.4930843662
981	0	0.4930678106
982	0	0.4930493815
983	0	0.4930263854
984	0	0.4930066311
985	0	0.4929854041
986	0	0.4929635249
987	0	0.4929379439
988	0	0.4929140447
989	0	0.492889918
990	0	0.4928745297
991	0	0.4928493044
992	0	0.4928306113
993	0	0.492812601
994	0	0.4927925003
995	0	0.4927805252
996	0	0.4927619316
997	0	0.4927325346
998	0	0.4927136566
999	0	0.4926915462
1000	0	0.492668797
1001	0	0.4926504305
1002	0	0.4926380406
1003	0	0.4926213052
1004	0	0.4926069358
1005	0	0.4925946261
1006	0	0.4925759702
1007	0	0.4925492966
1008	0	0.4925346524
1009	0	0.4925090928
1010	0	0.4924894168
1011	0	0.4924702119
1012	0	0.4924504512
1013	0	0.4924377496
1014	0	0.4924231354
1015	0	0.4924025343
1016	0	0.4923855838
1017	0	0.492360576
1018	0	0.4923371754
1019	0	0.4923267471
1020	0	0.4923070219
1021	0	0.4922877316
1022	0	0.4922677941
1023	0	0.4922430596
1024	0	0.492234092
1025	0	0.4922086609
1026	0	0.4921918772
1027	0	0.4921642183
1028	0	0.4921476288
1029	0	0.4921288235
1030	0	0.4921109574
1031	0	0.4921010282
1032	0	0.4920824968
1033	0	0.4920594321
1034	0	0.4920422983
1035	0	0.4920202232
1036	0	0.4920029922
1037	0	0.4919891099
1038	0	0.4919751855
1039	0	0.4919551317
1040	0	0.491930894
1041	0	0.4919140148
1042	0	0.4918917877
1043	0	0.4918802482
1044	0	0.4918618053
1045	0	0.4918496553
1046	0	0.4918241563
1047	0	0.4918093983
1048	0	0.4917929877
1049	0	0.491779944
1050	0	0.4917562004
1051	0	0.4917336788
1052	0	0.4917080308
1053	0	0.4916898272
1054	0	0.4916695757
1055	0	0.4916534746
1056	0	0.4916416583
1057	0	0.491624697
1058	0	0.4916122925
1059	0	0.4915884942
1060	0	0.4915720432
1061	0	0.4915550428
1062	0	0.4915315565
1063	0	0.4915076725
1064	0	0.4914855245
1065	0	0.4914637266
1066	0	0.4914419002
1067	0	0.4914208452
1068	0	0.4914073632
1069	0	0.4913846035
1070	0	0.4913697168
1071	0	0.4913474193
1072	0	0.4913338066
1073	0	0.4913140541
1074	0	0.491298283
1075	0	0.491275669
1076	0	0.4912603081
1077	0	0.4912399529
1078	0	0.4912161316
1079	0	0.4912036335
1080	0	0.4911842052
1081	0	0.4911668819
1082	0	0.4911532182
1083	0	0.491132806
1084	0	0.4911162169
1085	0	0.4910980623
1086	0	0.4910822525
1087	0	0.4910603337
1088	0	0.4910388833
1089	0	0.4910218325
1090	0	0.4910012398
1091	0	0.4909886894
1092	0	0.4909753835
1093	0	0.4909576966
1094	0	0.4909283882
1095	0	0.4909160752
1096	0	0.490896949
1097	0	0.4908773072
1098	0	0.4908571333
1099	0	0.4908386734
1100	0	0.4908247636
1101	0	0.4908110744
1102	0	0.4908004649
1103	0	0.4907862668
1104	0	0.4907622528
1105	0	0.4907434426
1106	0	0.4907254673
1107	0	0.4907081352
1108	0	0.4906919487
1109	0	0.4906772258
1110	0	0.4906580029
1111	0	0.4906419979
1112	0	0.4906210561
1113	0	0.4906001856
1114	0	0.4905845809
1115	0	0.4905700237
1116	0	0.4905550441
1117	0	0.4905282498
1118	0	0.490505645
1119	0	0.4904886038
1120	0	0.4904724222
1121	0	0.490449494
1122	0	0.4904289622
1123	0	0.4904098342
1124	0	0.4903876613
1125	0	0.490368366
1126	0	0.4903555627
1127	0	0.4903299561
1128	0	0.4903097632
1129	0	0.4902825814
1130	0	0.4902599883
1131	0	0.4902397314
1132	0	0.4902151441
1133	0	0.4901960445
1134	0	0.4901768205
1135	0	0.4901565431
1136	0	0.4901390945
1137	0	0.490119804
1138	0	0.4900964568
1139	0	0.4900753241
1140	0	0.4900575672
1141	0	0.4900411311
1142	0	0.4900204767
1143	0	0.490004469
1144	0	0.4899866842
1145	0	0.4899650342
1146	0	0.4899503318
1147	0	0.4899319592
1148	0	0.4899110689
1149	0	0.4898973013
1150	0	0.4898798847
1151	0	0.4898609259
1152	0	0.489839719
1153	0	0.4898232336
1154	0	0.4898029517
1155	0	0.4897904306
1156	0	0.4897662963
1157	0	0.4897480372
1158	0	0.4897270866
1159	0	0.4897061747
1160	0	0.4896851948
1161	0	0.4896662795
1162	0	0.4896510372
1163	0	0.4896283893
1164	0	0.4896074761
1165	0	0.4895885301
1166	0	0.4895697043
1167	0	0.4895456153
1168	0	0.4895330806
1169	0	0.4895208129
1170	0	0.4895103045
1171	0	0.4894921023
1172	0	0.4894742494
1173	0	0.4894514854
1174	0	0.4894331062
1175	0	0.4894164239
1176	0	0.4893972594
1177	0	0.4893729146
1178	0	0.4893590576
1179	0	0.4893443786
1180	0	0.4893306336
1181	0	0.489313459
1182	0	0.4893001062
1183	0	0.4892684865
1184	0	0.4892493069
1185	0	0.4892328236
1186	0	0.4892187828
1187	0	0.4892028516
1188	0	0.4891882264
1189	0	0.4891703072
1190	0	0.4891507483
1191	0	0.4891347462
1192	0	0.4891171893
1193	0	0.4890928512
1194	0	0.4890796654
1195	0	0.4890642353
1196	0	0.4890447208
1197	0	0.4890247972
1198	0	0.4890052109
1199	0	0.4889848185
1200	0	0.4889585697
1201	0	0.4889465137
1202	0	0.48892976
1203	0	0.4889015159
1204	0	0.4888798135
1205	0	0.4888562941
1206	0	0.4888449258
1207	0	0.4888315185
1208	0	0.4888164173
1209	0	0.4888013446
1210	0	0.4887848684
1211	0	0.4887685748
1212	0	0.4887498731
1213	0	0.4887298107
1214	0	0.4887066847
1215	0	0.4886881447
1216	0	0.4886683441
1217	0	0.4886491571
1218	0.0002530364372	0.4886294271
1219	0.0002530364372	0.4886105111
1220	0.0002530364372	0.4885912046
1221	0.0002530364372	0.4885770877
1222	0.0005060728745	0.4885636145
1223	0.0005060728745	0.4885469185
1224	0.0005060728745	0.4885265435
1225	0.0005060728745	0.4885078937
1226	0.0005060728745	0.4884901032
1227	0.0005060728745	0.4884695711
1228	0.0005060728745	0.4884575204
1229	0.0005060728745	0.4884437204
1230	0.0005060728745	0.4884141575
1231	0.0005060728745	0.4883861941
1232	0.0005060728745	0.4883661967
1233	0.0005060728745	0.4883493589
1234	0.0005060728745	0.4883276684
1235	0.0005060728745	0.4882984384
1236	0.0005060728745	0.4882776272
1237	0.0005060728745	0.4882519266
1238	0.0005060728745	0.4882388348
1239	0.0005060728745	0.4882301993
1240	0.0005060728745	0.4882165283
1241	0.0005060728745	0.4881895721
1242	0.0005060728745	0.4881746674
